preco,area_m2,quartos,banheiros,vagas,localizacao,imovel
435000.0,236,3.0,1.0,5.0,"Centro, Araraquara",Casa
295000.0,49,2.0,1.0,1.0,"Vila Suconasa, Araraquara",Apartamento
170000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
500000.0,126,3.0,3.0,2.0,"Centro, Araraquara",Apartamento
300000.0,136,4.0,1.0,6.0,"Parque Residencial Vale do Sol, Araraquara",Casa
265000.0,121,2.0,1.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Casa
850000.0,340,3.0,2.0,3.0,"Centro, Araraquara",Casa
450000.0,130,3.0,1.0,1.0,"Vila Aracoara, Araraquara",Casa
560000.0,68,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
580000.0,198,3.0,2.0,3.0,"Centro, Araraquara",Casa
450000.0,63,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
320000.0,90,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
450000.0,69,2.0,2.0,2.0,"Centro, Araraquara",Apartamento
650000.0,102,3.0,3.0,2.0,"Vila Ferroviária, Araraquara",Apartamento
480000.0,64,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
540000.0,59,3.0,1.0,2.0,"Vila Santana, Araraquara",Apartamento
270000.0,67,3.0,1.0,1.0,"Jardim Adalberto Frederico de Oliveira Roxo I, Araraquara",Casa
300000.0,58,2.0,1.0,1.0,"Vila Velosa, Araraquara",Apartamento
380000.0,69,2.0,1.0,2.0,"Jardim Residencial Paraíso, Araraquara",Casa
465000.0,72,3.0,2.0,1.0,"Jardim Nova Araraquara, Araraquara",Apartamento
520000.0,251,3.0,4.0,4.0,"Vila Xavier (Vila Xavier), Araraquara",Casa
